,Customer_num,Product_num
245,C_1053539,P_7201
246,C_1053760,P_4822
247,C_1053782,P_7819
248,C_1053875,P_4822
249,C_1054140,P_7819
250,C_1054495,P_33338
251,C_105471,P_34810
252,C_1055394,P_7834
253,C_1055473,P_11972
254,C_1055792,P_14546
255,C_1055796,P_4822
256,C_1056042,P_7819
257,C_1056803,P_30644
258,C_105711,P_7819
259,C_1057288,P_14546
260,C_1057458,P_7819
261,C_1057467,P_14546
262,C_1057819,P_28702
263,C_1058368,P_37538
264,C_105838,P_37214
265,C_1058751,P_7819
266,C_1059311,P_21295
267,C_1059470,P_471
268,C_1059745,P_7819
269,C_1059846,P_14829
270,C_1060374,P_44256
271,C_1060408,P_7819
272,C_1060706,P_7819
273,C_106072,P_31311
274,C_1060923,P_7819
275,C_1061226,P_7819
276,C_1061657,P_14546
277,C_1061748,P_25458
278,C_1061957,P_9678
279,C_106197,P_7819
280,C_1062767,P_7819
281,C_1062799,P_6869
282,C_1062966,P_7819
283,C_1063210,P_7819
284,C_1063348,P_14546
285,C_1063727,P_4822
286,C_1063746,P_34729
287,C_1063864,P_38105
288,C_1064144,P_14546
289,C_106457,P_12001
290,C_1064843,P_29723
291,C_1065366,P_7819
292,C_1065789,P_17960
293,C_1065831,P_10185
294,C_106589,P_14546
295,C_1066292,P_14546
296,C_1066301,P_14838
297,C_1066306,P_14546
298,C_1066442,P_44308
299,C_106706,P_14546
300,C_1067098,P_7819
301,C_1067126,P_40519
302,C_1067260,P_20231
303,C_1067309,P_37301
304,C_1067533,P_7819
305,C_1067663,P_24677
306,C_1068177,P_9168
307,C_1068246,P_7819
308,C_1068409,P_26208
309,C_1068429,P_14546
310,C_1068470,P_14546
311,C_1068826,P_15937
312,C_1068995,P_12777
313,C_1069046,P_7819
314,C_1069390,P_19360
315,C_1069470,P_7819
316,C_1069631,P_4919
317,C_1069649,P_11373
318,C_1069779,P_7244
319,C_1069818,P_14546
320,C_1070326,P_5819
321,C_107035,P_7819
322,C_1070989,P_7819
323,C_107100,P_7819
324,C_1071074,P_9542
325,C_1071109,P_12777
326,C_1071346,P_14591
327,C_1071620,P_40519
328,C_1072287,P_7819
329,C_1072781,P_8625
330,C_1072795,P_4822
331,C_107281,P_37290
332,C_1073258,P_1326
333,C_107348,P_6055
334,C_1074087,P_40519
335,C_107409,P_15306
336,C_1074254,P_7819
337,C_1074302,P_12777
338,C_1074452,P_7819
339,C_1074994,P_12777
340,C_1075109,P_7819
341,C_10753,P_18333
342,C_1076219,P_7819
343,C_1076415,P_18407
344,C_1076817,P_4822
345,C_1076870,P_7819
346,C_1076879,P_14546
347,C_1076984,P_7819
348,C_1077247,P_7819
349,C_107725,P_31643
350,C_1077589,P_24677
351,C_1077871,P_7819
352,C_1077960,P_14546
353,C_1078271,P_4301
354,C_1078302,P_12557
355,C_1078739,P_1128
356,C_1078820,P_18994
357,C_1078833,P_41149
358,C_1079094,P_2342
359,C_1079174,P_24721
360,C_1079198,P_4822
361,C_1079459,P_7819
362,C_1080213,P_14591
363,C_1080707,P_30320
364,C_108082,P_7819
365,C_1080957,P_827
366,C_1080985,P_43637
367,C_1081084,P_11859
368,C_1081191,P_5303
369,C_1081251,P_7819
370,C_1081821,P_7819
371,C_1082090,P_16717
372,C_1083007,P_8601
373,C_1083595,P_7819
374,C_1083762,P_16717
375,C_1084205,P_7819
376,C_1084338,P_7819
377,C_1084372,P_7819
378,C_1085495,P_31603
379,C_1085641,P_9169
380,C_1085880,P_7819
381,C_1086224,P_20786
382,C_1086310,P_16717
383,C_1086506,P_44452
384,C_1086935,P_7819
385,C_1087473,P_12777
386,C_1087794,P_29118
387,C_1087861,P_18208
388,C_1088267,P_31707
389,C_1088368,P_14546
390,C_1089304,P_5455
391,C_1089790,P_17454
392,C_1089805,P_7819
393,C_1089890,P_12777
394,C_109007,P_7819
395,C_1090117,P_38233
396,C_1090164,P_9741
397,C_1090524,P_32186
398,C_1090842,P_4919
399,C_1091208,P_15761
400,C_109132,P_7819
401,C_1091332,P_19613
402,C_1091366,P_7819
403,C_1092640,P_33747
404,C_1092686,P_4822
405,C_1092859,P_30834
406,C_1092914,P_2342
407,C_1093067,P_14546
408,C_1093548,P_7819
409,C_1093640,P_14546
410,C_1093969,P_7819
411,C_1093976,P_12777
412,C_1094008,P_14546
413,C_1094574,P_41906
414,C_1094741,P_14591
415,C_1094850,P_17498
416,C_1095013,P_12777
417,C_1095875,P_19283
418,C_1095903,P_7819
419,C_1096148,P_7819
420,C_109638,P_7819
421,C_1096480,P_5895
422,C_1097240,P_27650
423,C_10973,P_14546
424,C_1097403,P_20986
425,C_1097452,P_3773
426,C_1097626,P_4822
427,C_1097786,P_12777
428,C_1098707,P_7819
429,C_1098728,P_7819
430,C_1098896,P_30004
431,C_1099185,P_7819
432,C_1099278,P_7244
433,C_109931,P_4822
434,C_1100479,P_32284
435,C_1100751,P_9169
436,C_1101155,P_4822
437,C_1101209,P_8625
438,C_1101318,P_4045
439,C_1101395,P_1926
440,C_1101631,P_25474
441,C_1101700,P_18777
442,C_1102044,P_14546
443,C_1102323,P_3773
444,C_1102450,P_12777
445,C_1102662,P_7819
446,C_11027,P_10674
447,C_110293,P_4822
448,C_1102972,P_7819
449,C_1103906,P_16717
450,C_1104944,P_9169
451,C_1105178,P_4822
452,C_1105326,P_24677
453,C_1105690,P_7819
454,C_1106122,P_35378
455,C_1106236,P_15722
456,C_1106297,P_40491
457,C_1106313,P_7819
458,C_1106402,P_12777
459,C_1106580,P_4822
460,C_1106639,P_3209
461,C_1106811,P_4822
462,C_1106855,P_7819
463,C_1107095,P_7819
464,C_1107264,P_12777
465,C_1107281,P_30643
466,C_1107382,P_2342
467,C_1107608,P_4822
468,C_1107657,P_471
469,C_1107663,P_15687
470,C_1107684,P_20865
471,C_110774,P_14838
472,C_1107824,P_7819
473,C_1107853,P_254
474,C_1107954,P_41122
475,C_1108088,P_7819
476,C_1108112,P_14546
477,C_1108361,P_40589
478,C_1108515,P_14838
479,C_110893,P_14546
480,C_1109079,P_14838
481,C_1109199,P_7819
482,C_1109594,P_14546
483,C_1109682,P_34833
484,C_1109862,P_2211
485,C_1111168,P_4686
486,C_1111621,P_40157
487,C_1111806,P_7819
488,C_1112241,P_8625
489,C_1112355,P_7819
490,C_1112490,P_14546
491,C_1113116,P_12027
492,C_1113214,P_17560
493,C_1113232,P_15848
494,C_111326,P_7819
495,C_1113294,P_7819
496,C_1113785,P_8204
497,C_1113807,P_18531
498,C_1113835,P_44184
499,C_1113839,P_14546
500,C_1114300,P_14591
501,C_111434,P_7242
502,C_1114344,P_8134
503,C_1114370,P_44298
504,C_1114840,P_9963
505,C_1114923,P_31424
506,C_1114926,P_9678
507,C_1115114,P_44183
508,C_1115311,P_4822
509,C_1115347,P_9139
510,C_1115823,P_7819
511,C_1116089,P_14546
512,C_11162,P_8182
513,C_1116200,P_41827
514,C_1116258,P_12777
515,C_1116271,P_37589
516,C_111628,P_12777
517,C_1116720,P_7819
518,C_1116970,P_30691
519,C_1117283,P_14546
520,C_1117803,P_18073
521,C_1117940,P_4822
522,C_1118213,P_7819
523,C_1118280,P_31422
524,C_1118381,P_27531
525,C_1118435,P_31643
526,C_111869,P_33826
527,C_1118777,P_7819
528,C_1118999,P_14546
529,C_111922,P_41558
530,C_1119468,P_10799
531,C_1119530,P_14546
532,C_1119578,P_12777
533,C_1120042,P_7819
534,C_1120453,P_14546
535,C_1120714,P_1892
536,C_1120793,P_28678
537,C_1120836,P_27517
538,C_112098,P_17011
539,C_1121104,P_14546
540,C_1121351,P_12777
541,C_1121702,P_17958
542,C_1121802,P_30595
543,C_1121822,P_7819
544,C_1122048,P_6227
545,C_1122468,P_36062
546,C_1122832,P_26197
547,C_1123276,P_14546
548,C_1123357,P_7819
549,C_112391,P_7819
550,C_1124485,P_14546
551,C_112492,P_35000
552,C_1124936,P_14546
553,C_1125333,P_33747
554,C_1125679,P_7819
555,C_1126071,P_44681
556,C_112646,P_7819
557,C_1126589,P_7819
558,C_1126724,P_14546
559,C_1127237,P_6055
560,C_11274,P_14546
561,C_1127542,P_21295
562,C_1127834,P_13593
563,C_1128595,P_7819
564,C_1128690,P_7819
565,C_1128899,P_7819
566,C_112896,P_7819
567,C_1129243,P_14546
568,C_1129315,P_21295
569,C_1129369,P_8839
570,C_1129395,P_25749
571,C_1129760,P_7819
572,C_1129866,P_41252
573,C_1130239,P_7819
574,C_1130495,P_29052
575,C_1130519,P_20692
576,C_1130563,P_15473
577,C_113066,P_14546
578,C_1130776,P_29116
579,C_1131076,P_10107
580,C_1131223,P_7819
581,C_1131376,P_12777
582,C_11314,P_11793
583,C_113142,P_4235
584,C_1131831,P_7819
585,C_1131882,P_4218
586,C_1131944,P_14546
587,C_1132260,P_826
588,C_1132679,P_30603
589,C_1132789,P_19321
590,C_1132826,P_7819
591,C_1132988,P_34761
592,C_1133097,P_7819
593,C_1133475,P_10956
594,C_1133691,P_8625
595,C_1133898,P_34833
596,C_1134191,P_40090
597,C_1134212,P_14222
598,C_1134392,P_39980
599,C_1134876,P_28282
600,C_1135081,P_31370
601,C_113526,P_14275
602,C_1135293,P_7819
603,C_1135401,P_14546
604,C_1135507,P_4805
605,C_1135827,P_4822
606,C_1136280,P_334
607,C_1137221,P_44190
608,C_1137938,P_4822
609,C_1138110,P_4822
610,C_1138402,P_12777
611,C_1138540,P_14546
612,C_1138771,P_13364
613,C_1139117,P_744
614,C_1139126,P_12777
615,C_11404,P_7819
616,C_1140480,P_30375
617,C_1140796,P_14950
618,C_1140867,P_7819
619,C_1141455,P_14546
620,C_1142126,P_31967
621,C_1142257,P_1373
622,C_1142319,P_16802
623,C_1142483,P_26781
624,C_1143131,P_7819
625,C_1143506,P_7819
626,C_1143665,P_12777
627,C_1143949,P_15307
628,C_1144207,P_11671
629,C_1144221,P_6237
630,C_1144432,P_7819
631,C_1144560,P_32287
632,C_1144827,P_44290
633,C_1145021,P_7819
634,C_1145188,P_458
635,C_1145240,P_38199
636,C_1145477,P_7819
637,C_1145696,P_7302
638,C_1145799,P_14595
639,C_114620,P_12777
640,C_1146316,P_7819
641,C_1146420,P_7407
642,C_1146892,P_7819
643,C_1147416,P_14629
644,C_1147616,P_15307
645,C_1147793,P_557
646,C_1148058,P_12777
647,C_1148224,P_7819
648,C_1148548,P_41814
649,C_1148555,P_7819
650,C_1148732,P_32223
651,C_1148933,P_7819
652,C_1149026,P_1926
653,C_1149330,P_1926
654,C_1149381,P_4919
655,C_1149458,P_14647
656,C_1149607,P_32339
657,C_1149929,P_25915
658,C_1150271,P_12777
659,C_115044,P_12777
660,C_1150567,P_12777
661,C_1151310,P_26483
662,C_1151477,P_5341
663,C_1152136,P_14546
664,C_1152411,P_25794
665,C_1152621,P_7819
666,C_1152679,P_7819
667,C_115328,P_28270
668,C_1153289,P_4822
669,C_115332,P_14546
670,C_1153346,P_27450
671,C_1153592,P_32162
672,C_1153875,P_14546
673,C_1153934,P_15307
674,C_1154025,P_6672
675,C_115460,P_1388
676,C_1155317,P_15307
677,C_1156004,P_4822
678,C_1156065,P_12777
679,C_1156085,P_4822
680,C_1156352,P_39634
681,C_1156986,P_21444
682,C_1157008,P_37214
683,C_1157032,P_5461
684,C_1157203,P_7819
685,C_1157789,P_7819
686,C_1157896,P_28727
687,C_1158088,P_7819
688,C_1158177,P_7819
689,C_1158180,P_14546
690,C_1158231,P_35172
691,C_1158571,P_16717
692,C_1158896,P_14546
693,C_1159256,P_9168
694,C_115943,P_12777
695,C_1159707,P_7819
696,C_1159904,P_530
697,C_116052,P_33338
698,C_1160648,P_10107
699,C_1160876,P_12777
700,C_1161573,P_7819
701,C_1161918,P_7663
702,C_1161946,P_44290
703,C_1162078,P_9459
704,C_1162315,P_12777
705,C_1162377,P_12777
706,C_116255,P_41756
707,C_1162620,P_40519
708,C_1162628,P_36062
709,C_1162666,P_28282
710,C_116274,P_18396
711,C_1162825,P_14546
712,C_1162961,P_30343
713,C_1163162,P_17520
714,C_1163387,P_7819
715,C_1163465,P_27287
716,C_1163835,P_14546
717,C_1163941,P_38105
718,C_1164339,P_25145
719,C_1164353,P_12777
720,C_1164489,P_9033
721,C_1164654,P_7819
722,C_1164788,P_7819
723,C_1164789,P_4822
724,C_1165134,P_7819
725,C_1165264,P_15307
726,C_1165577,P_7819
727,C_1165796,P_14546
728,C_1166002,P_9168
729,C_1166360,P_7819
730,C_1166610,P_2211
731,C_1166833,P_14546
732,C_1167442,P_35707
733,C_1167720,P_12777
734,C_1167968,P_24677
735,C_116797,P_8601
736,C_1168209,P_7819
737,C_1168622,P_37927
738,C_1169052,P_12777
739,C_1169721,P_44764
740,C_1170025,P_14812
741,C_1170041,P_7819
742,C_1170269,P_14034
743,C_1170277,P_44452
744,C_1170704,P_33735
745,C_1170711,P_10192
746,C_1171076,P_7819
747,C_1171285,P_7819
748,C_1171609,P_19789
749,C_1172277,P_16717
750,C_1172521,P_14546
751,C_1172542,P_14546
752,C_1172852,P_14546
753,C_1172862,P_7819
754,C_1173022,P_12928
755,C_1173040,P_41250
756,C_1173569,P_30259
757,C_1173684,P_18530
758,C_1173864,P_7819
759,C_1173901,P_34668
760,C_1174064,P_2037
761,C_1174088,P_43292
762,C_1174167,P_4822
763,C_1174184,P_12777
764,C_1174385,P_12027
765,C_1174671,P_37206
766,C_1174773,P_12777
767,C_1175005,P_697
768,C_1175545,P_9169
769,C_117618,P_41779
770,C_1176321,P_7819
771,C_1176349,P_18524
772,C_1176607,P_30644
773,C_1176666,P_40167
774,C_11769,P_44268
775,C_1177243,P_14546
776,C_1177447,P_15307
777,C_1177617,P_35000
778,C_1178236,P_4822
779,C_1178353,P_4892
780,C_1178468,P_759
781,C_1178583,P_14546
782,C_1178720,P_7819
783,C_1178728,P_8822
784,C_1178749,P_19468
785,C_1178766,P_4822
786,C_117894,P_17038
787,C_1178953,P_16802
788,C_1179394,P_12777
789,C_1179519,P_7819
790,C_1179532,P_31069
791,C_1179671,P_14838
792,C_1179696,P_9754
793,C_1179884,P_12777
794,C_1179972,P_3607
795,C_1180157,P_12777
796,C_118025,P_7819
797,C_1180452,P_16717
798,C_1180556,P_4822
799,C_1180996,P_9168
800,C_1181153,P_6789
801,C_1181179,P_18731
802,C_1181346,P_24244
803,C_118147,P_31631
804,C_118160,P_7819
805,C_1181800,P_17960
806,C_118188,P_40519
807,C_118210,P_7819
808,C_1182222,P_29640
809,C_1182246,P_31273
810,C_1182385,P_40161
811,C_1182471,P_14546
812,C_1182659,P_7819
813,C_1183131,P_4919
814,C_1183530,P_12777
815,C_1184100,P_7819
816,C_118456,P_44104
817,C_1184680,P_12777
818,C_118469,P_7819
819,C_1185076,P_14546
820,C_1185405,P_15527
821,C_1185808,P_35021
822,C_1185990,P_7819
823,C_1186689,P_7819
824,C_1186730,P_7819
825,C_1186882,P_7819
826,C_1187873,P_2937
827,C_1187914,P_14546
828,C_118794,P_40519
829,C_1188548,P_471
830,C_1188750,P_3287
831,C_1189098,P_12806
832,C_1189246,P_7336
833,C_1189332,P_12777
834,C_1189645,P_17527
835,C_1189764,P_1560
836,C_118978,P_14546
837,C_1190514,P_7819
838,C_1190628,P_11887
839,C_1190692,P_16717
840,C_1190752,P_10404
841,C_1191226,P_31561
842,C_1191277,P_14546
843,C_1191892,P_28074
844,C_1191929,P_7819
845,C_1192005,P_14546
846,C_1192398,P_4822
847,C_1192829,P_44007
848,C_1192988,P_4822
849,C_1193542,P_2108
850,C_1193765,P_7819
851,C_1193852,P_14546
852,C_1193925,P_14546
853,C_1194056,P_7819
854,C_11942,P_7819
855,C_1194283,P_26443
856,C_1194442,P_2789
857,C_1194602,P_8973
858,C_1194604,P_38110
859,C_1194694,P_40519
860,C_1194926,P_9169
861,C_1195204,P_14591
862,C_1195246,P_7819
863,C_1195304,P_44185
864,C_11955,P_37206
865,C_1195506,P_24230
866,C_1195582,P_685
867,C_1195766,P_26405
868,C_1195995,P_24677
869,C_1196181,P_7819
870,C_1196378,P_7819
871,C_1196478,P_27901
872,C_1196883,P_19219
873,C_1197746,P_642
874,C_1198538,P_30505
875,C_1198977,P_12256
876,C_1199151,P_6227
877,C_1199228,P_12777
878,C_119931,P_18980
879,C_119983,P_27450
880,C_1199885,P_34780
881,C_1199942,P_44458
882,C_1200345,P_39991
883,C_1200496,P_7819
884,C_1200615,P_4822
885,C_1201052,P_5895
886,C_1201320,P_34828
887,C_1201416,P_33830
888,C_120143,P_14546
889,C_1201918,P_40723
890,C_1201960,P_7819
891,C_1202408,P_30918
892,C_1202827,P_2799
893,C_1202856,P_24247
894,C_1203081,P_12850
895,C_1203331,P_2102
896,C_1203345,P_14546
897,C_1203381,P_9169
898,C_1203386,P_4919
899,C_1203510,P_3631
900,C_1203659,P_14546
901,C_1203807,P_5662
902,C_1203985,P_456
903,C_1204055,P_7819
904,C_1204143,P_12777
905,C_1204170,P_1926
906,C_1204374,P_18531
907,C_1204402,P_12777
908,C_1204666,P_458
909,C_1204878,P_13992
910,C_1205235,P_7819
911,C_1205328,P_25790
912,C_1205475,P_7819
913,C_1205556,P_7819
914,C_1205574,P_7819
915,C_1205958,P_3668
916,C_1206059,P_12027
917,C_1206076,P_14546
918,C_1206456,P_9355
919,C_1206555,P_7819
920,C_1206732,P_7819
921,C_1206801,P_42334
922,C_1207005,P_30857
923,C_1207069,P_14979
924,C_1207376,P_7819
925,C_1207523,P_1926
926,C_1207545,P_29417
927,C_1207587,P_15843
928,C_1207654,P_7819
929,C_1207933,P_26953
930,C_1208199,P_14572
931,C_1208467,P_14546
932,C_1208585,P_12777
933,C_1208734,P_14546
934,C_1209284,P_14546
935,C_1209990,P_12777
936,C_1210174,P_14546
937,C_121025,P_24543
938,C_1210456,P_7819
939,C_121090,P_9169
940,C_1211302,P_7302
941,C_1211363,P_7819
942,C_1211408,P_12256
943,C_1211807,P_22294
944,C_1212431,P_7819
945,C_1212909,P_14838
946,C_1213358,P_14173
947,C_1214102,P_8463
948,C_1214684,P_4822
949,C_1214926,P_7819
950,C_1215321,P_24269
951,C_1215748,P_28393
952,C_1216063,P_15307
953,C_1216701,P_19269
954,C_1217501,P_9156
955,C_1218112,P_12777
956,C_1218255,P_2912
957,C_1218428,P_39411
958,C_121888,P_42788
959,C_1219043,P_14546
960,C_1219048,P_28728
961,C_121911,P_7819
962,C_1219232,P_4919
963,C_1219885,P_4298
964,C_1220137,P_23055
965,C_1220402,P_18529
966,C_1220608,P_10404
967,C_1220849,P_7819
968,C_1221279,P_4822
969,C_1222177,P_13663
970,C_1222362,P_14838
971,C_1222400,P_6610
972,C_1222417,P_33356
973,C_1222681,P_12256
974,C_1222755,P_32077
975,C_1222768,P_30291
976,C_122344,P_14546
977,C_1223662,P_14546
978,C_1223865,P_1926
979,C_1224312,P_7819
980,C_1224666,P_4822
981,C_1224668,P_20786
982,C_1224744,P_22034
983,C_1224825,P_8625
984,C_1224976,P_30858
985,C_1225410,P_7819
986,C_1225473,P_7819
987,C_1225869,P_12777
988,C_1225920,P_18374
989,C_122632,P_19682
990,C_1226527,P_14546
991,C_1226533,P_13528
992,C_122668,P_9168
993,C_1226688,P_23109
994,C_1226696,P_8625
995,C_1226806,P_16717
996,C_1226926,P_4822
997,C_1227419,P_9510
998,C_1227470,P_14546
999,C_1227674,P_12842
1000,C_1227695,P_14546
1001,C_1227913,P_20510
1002,C_1227946,P_7819
1003,C_1228000,P_35287
1004,C_1228140,P_14546
1005,C_1228208,P_7819
1006,C_1228345,P_7244
1007,C_1228446,P_42274
1008,C_1228476,P_12256
1009,C_1228680,P_44254
1010,C_1228790,P_31707
1011,C_1229213,P_10373
1012,C_1229394,P_7819
1013,C_122947,P_29098
1014,C_1229491,P_41357
1015,C_1229677,P_9799
1016,C_1229736,P_12777
1017,C_1229773,P_24191
1018,C_1229878,P_7819
1019,C_1230173,P_39390
1020,C_1230857,P_5113
1021,C_123105,P_7819
1022,C_1231340,P_14115
1023,C_1231605,P_15307
1024,C_1231681,P_25710
1025,C_1231836,P_9648
1026,C_1231980,P_25749
1027,C_1232253,P_12216
1028,C_1232628,P_2342
1029,C_1232892,P_471
1030,C_1233102,P_7819
1031,C_1233418,P_14674
1032,C_1233516,P_7819
1033,C_1234117,P_7819
1034,C_1234535,P_16717
1035,C_1234537,P_1294
1036,C_1234575,P_7819
1037,C_1234848,P_7819
1038,C_1234881,P_14546
1039,C_1234893,P_17359
1040,C_1235163,P_12777
1041,C_1235330,P_7819
1042,C_1235383,P_7819
1043,C_1235477,P_12777
1044,C_1235590,P_7819
1045,C_1235685,P_25198
1046,C_1235815,P_7819
1047,C_1235875,P_4774
1048,C_1236156,P_7819
1049,C_1236301,P_14591
1050,C_1236512,P_7819
1051,C_1236671,P_9168
1052,C_1236687,P_7819
1053,C_123679,P_42274
1054,C_1236949,P_31698
1055,C_1237072,P_7819
1056,C_1237498,P_26150
1057,C_1238129,P_27262
1058,C_1238162,P_15307
1059,C_1238187,P_7819
1060,C_1238668,P_346
1061,C_1238991,P_7819
1062,C_1239620,P_33458
1063,C_1239646,P_44683
1064,C_12400,P_12027
1065,C_1240320,P_30375
1066,C_1240394,P_15307
1067,C_1240621,P_17632
1068,C_1240691,P_40077
1069,C_1241747,P_12777
1070,C_1242156,P_40519
1071,C_1242308,P_15307
1072,C_1242336,P_9510
1073,C_1242382,P_4822
1074,C_1242438,P_7819
1075,C_1242672,P_28669
1076,C_1243469,P_19894
1077,C_1244121,P_2342
